"id","nume","diacritice","judet","auto","zip","populatie","lat","lng"
"9040","Calonda","Calonda","Harghita","HR","537062","25","46.4436","25.2175999"
"9041","Fantana Brazilor","Fântâna Brazilor","Harghita","HR","537063","297","46.4816974","25.249772"
"9042","Valea lui Pavel","Valea lui Pavel","Harghita","HR","537064","363","46.5109283","25.212714"
"9043","Cozmeni","Cozmeni","Harghita","HR","537065","1490","46.2004606","25.9646267"
"9044","Lazaresti","Lăzăreşti","Harghita","HR","537066","625","46.1882178","25.9466023"
"9045","Danesti","Dăneşti","Harghita","HR","537070","2292","46.5158087","25.753395"
"9046","Madaras","Mădăraş","Harghita","HR","537071","2199","46.4932007","25.7458349"
"9047","Darjiu","Dârjiu","Harghita","HR","537075","653","46.2078201","25.1646382"
"9048","Mujna","Mujna","Harghita","HR","537076","383","46.2052965","25.1482476"
"9049","Dealu","Dealu","Harghita","HR","537080","1849","46.3959239","25.3039301"
"9050","Fancel","Fâncel","Harghita","HR","537081","136","46.3686975","25.29732"
"9051","Sancrai","Sâncrai","Harghita","HR","537082","1105","46.365667","25.3236893"
"9052","Tamasu","Tămaşu","Harghita","HR","537083","150","46.3479377","25.2877551"
"9053","Tibod","Tibod","Harghita","HR","537084","222","46.3481685","25.3111471"
"9054","Ulcani","Ulcani","Harghita","HR","537086","374","46.3561524","25.2854512"
"9055","Valea Rotunda","Valea Rotundă","Harghita","HR","537087","71","46.407","25.3274"
"9056","Ditrau","Ditrău","Harghita","HR","537090","4867","46.8107477","25.5014359"
"9057","Jolotca","Jolotca","Harghita","HR","537091","616","46.8593609","25.5090074"
"9058","Tengheler","Ţengheler","Harghita","HR","537092","","46.8684683","25.5495044"
"9059","Feliceni","Feliceni","Harghita","HR","537095","808","46.3309754","25.2485694"
"9060","Alexandrita","Alexandriţa","Harghita","HR","537096","41","46.2346302","25.3133306"
"9061","Arvateni","Arvăţeni","Harghita","HR","537097","125","46.2684632","25.3051493"
"9062","Cireseni","Cireşeni","Harghita","HR","537098","127","46.3233689","25.2021749"
"9063","Forteni","Forţeni","Harghita","HR","537099","386","46.3070915","25.2360821"
"9064","Hoghia","Hoghia","Harghita","HR","537101","303","46.2855545","25.2489237"
"9065","Oteni","Oţeni","Harghita","HR","537102","238","46.2592539","25.2522222"
"9066","Polonita","Poloniţa","Harghita","HR","537103","334","46.3352745","25.2465914"
"9067","Taureni","Tăureni","Harghita","HR","537104","437","46.268319","25.2597789"
"9068","Teleac","Teleac","Harghita","HR","537106","184","46.2447888","25.3189299"
"9069","Valeni","Văleni","Harghita","HR","537107","314","46.2675857","25.3304702"
"9070","Frumoasa","Frumoasa","Harghita","HR","537115","1841","46.45484","25.8515132"
"9071","Barzava","Bârzava","Harghita","HR","537116","621","46.4314614","25.8206847"
"9072","Fagetel (Frumoasa)","Făgeţel (Frumoasa)","Harghita","HR","537117","1841","46.462722","25.9541935"
"9073","Nicolesti (Frumoasa)","Nicoleşti (Frumoasa)","Harghita","HR","537119","164","46.439471","25.8406854"
"9074","Galautas","Gălăuţaş","Harghita","HR","537120","1794","46.893577","25.392144"
"9075","Dealu Armanului","Dealu Armanului","Harghita","HR","537121","26","46.891269","25.399158"
"9076","Galautas-Parau","Gălăuţaş-Pârău","Harghita","HR","537122","1794","46.8973358","25.3844632"
"9077","Nuteni","Nuţeni","Harghita","HR","537123","128","46.9204334","25.3962005"
"9078","Plopis","Plopiş","Harghita","HR","537124","55","46.9132367","25.3801396"
"9079","Preluca","Preluca","Harghita","HR","537126","6","46.8886169","25.3557181"
"9080","Toleseni","Toleşeni","Harghita","HR","537127","89","46.9173977","25.4035525"
"9081","Zapodea","Zăpodea","Harghita","HR","537128","11","46.8986448","25.3570621"
"9082","Joseni","Joseni","Harghita","HR","537130","4749","46.6989299","25.504907"
"9083","Borzont","Borzont","Harghita","HR","537131","772","46.6917445","25.4429835"
"9084","Bucin (Joseni)","Bucin (Joseni)","Harghita","HR","537132","4","46.6889566","25.4235166"
"9085","Lazarea","Lăzarea","Harghita","HR","537135","3254","46.7585959","25.525199"
"9086","Ghidut","Ghiduţ","Harghita","HR","537136","170","46.7784531","25.5339766"
"9087","Lueta","Lueta","Harghita","HR","537140","3395","46.2747298","25.4914355"
"9088","Baile Chirui","Băile Chirui","Harghita","HR","537141","44","46.295477","25.5759358"
"9089","Lunca de Jos","Lunca de Jos","Harghita","HR","537145","1091","46.6445544","25.9561808"
"9090","Baratcos","Baraţcoş","Harghita","HR","537146","230","46.6367294","25.9804019"
"9091","Poiana Fagului","Poiana Fagului","Harghita","HR","537147","273","46.6439981","25.9505011"
"9092","Puntea Lupului","Puntea Lupului","Harghita","HR","537148","152","46.6890879","25.9230117"
"9093","Valea Boros","Valea Boroş","Harghita","HR","537149","421","46.5458508","25.9881812"
"9094","Valea Capelei","Valea Capelei","Harghita","HR","537151","315","46.5574729","25.9933757"
"9095","Valea Intunecoasa","Valea Întunecoasă","Harghita","HR","537152","235","46.5592877","25.9541233"
"9096","Valea Rece","Valea Rece","Harghita","HR","537153","2340","46.6071076","25.9669025"
"9097","Valea lui Antaloc","Valea lui Antaloc","Harghita","HR","537154","271","46.5693447","25.9644433"
"9098","Lunca de Sus","Lunca de Sus","Harghita","HR","537155","809","46.5071563","25.9698897"
"9099","Comiat","Comiat","Harghita","HR","537156","397","46.5147894","25.9517301"
"9100","Izvorul Trotusului","Izvorul Trotuşului","Harghita","HR","537157","702","46.494046","25.9417523"
"9101","Paltinis-Ciuc","Păltiniş-Ciuc","Harghita","HR","537158","381","46.5429128","25.9658337"
"9102","Valea Garbea","Valea Gârbea","Harghita","HR","537159","382","46.5351643","25.9367629"
"9103","Valea Ugra","Valea Ugra","Harghita","HR","537161","571","46.5234864","25.9848009"
"9104","Lupeni","Lupeni","Harghita","HR","537165","1850","46.3790616","25.2234911"
"9105","Bisericani","Bisericani","Harghita","HR","537166","682","46.3644856","25.2419583"
"9106","Bulgareni","Bulgăreni","Harghita","HR","537167","279","46.3674463","25.2538174"
"9107","Firtusu","Firtuşu","Harghita","HR","537168","173","46.4263343","25.1502059"
"9108","Morareni","Morăreni","Harghita","HR","537169","743","46.3571262","25.2189094"
"9109","Paltinis","Păltiniş","Harghita","HR","537171","455","46.3863664","25.1951403"
"9110","Pauleni","Păuleni","Harghita","HR","537172","207","46.4264299","25.1825224"
"9111","Satu Mic","Satu Mic","Harghita","HR","537173","76","46.3710931","25.1948422"
"9112","Sancel","Sâncel","Harghita","HR","537174","8","46.4764191","25.2993443"
"9113","Martinis","Mărtiniş","Harghita","HR","537175","570","46.2821667","25.4117826"
"9114","Aldea","Aldea","Harghita","HR","537176","375","46.2522877","25.4327314"
"9115","Badeni","Bădeni","Harghita","HR","537177","198","46.2176909","25.3445149"
"9116","Calugareni","Călugăreni","Harghita","HR","537178","53","46.29265","25.4025996"
"9117","Chinusu","Chinuşu","Harghita","HR","537179","146","46.25668","25.3603771"
"9118","Comanesti","Comăneşti","Harghita","HR","537181","223","46.2649155","25.4387078"
"9119","Ghipes","Ghipeş","Harghita","HR","537182","138","46.2642582","25.4038214"
"9120","Locodeni","Locodeni","Harghita","HR","537183","91","46.2411866","25.3557383"
"9121","Oraseni","Orăşeni","Harghita","HR","537184","","46.1627856","25.3637579"
"9122","Petreni","Petreni","Harghita","HR","537186","190","46.1766983","25.3749546"
"9123","Rares","Rareş","Harghita","HR","537187","136","46.2062151","25.3848939"
"9124","Sanpaul","Sânpaul","Harghita","HR","537188","478","46.1917805","25.3812371"
"9125","Meresti","Mereşti","Harghita","HR","537195","1339","46.2238438","25.4852303"
"9126","Mihaileni","Mihăileni","Harghita","HR","537200","420","46.473248","25.8285411"
"9127","Livezi","Livezi","Harghita","HR","537201","520","46.5258156","25.8611475"
"9128","Nadejdea","Nădejdea","Harghita","HR","537202","619","46.4964802","25.8388143"
"9129","Vacaresti","Văcăreşti","Harghita","HR","537203","584","46.4634588","25.7945744"
"9130","Mugeni","Mugeni","Harghita","HR","537205","1086","46.257035","25.2210098"
"9131","Alunis","Aluniş","Harghita","HR","537206","151","46.2637734","25.1842071"
"9132","Beta","Beta","Harghita","HR","537207","345","46.2789819","25.222628"
"9133","Betesti","Beteşti","Harghita","HR","537208","711","46.2894137","25.0829573"
"9134","Dejutiu","Dejuţiu","Harghita","HR","537209","210","46.2550599","25.1765076"
"9135","Dobeni","Dobeni","Harghita","HR","537211","551","46.286883","25.1808723"
"9136","Lutita","Lutiţa","Harghita","HR","537212","760","46.2449647","25.1855586"
"9137","Matiseni","Mătişeni","Harghita","HR","537213","121","46.235078","25.1652282"
"9138","Porumbenii Mari","Porumbenii Mari","Harghita","HR","537214","1237","46.2750102","25.1335936"
"9139","Porumbeni","Porumbeni","Harghita","HR","537215","","46.266667","25.752222"
"9140","Porumbenii Mici","Porumbenii Mici","Harghita","HR","537216","568","46.2720339","25.102736"
"9141","Taietura","Tăietura","Harghita","HR","537217","267","46.2975494","25.1979448"
"9142","Ocland","Ocland","Harghita","HR","537225","461","46.1624957","25.4428575"
"9143","Craciunel","Crăciunel","Harghita","HR","537226","503","46.1839361","25.4331009"
"9144","Satu Nou (Ocland)","Satu Nou (Ocland)","Harghita","HR","537227","461","46.1454108","25.4155428"
"9145","Pauleni-Ciuc","Păuleni-Ciuc","Harghita","HR","537230","605","46.3948378","25.8341045"
"9146","Delnita","Delniţa","Harghita","HR","537231","647","46.412106","25.8263898"
"9147","Soimeni","Şoimeni","Harghita","HR","537232","579","46.3950033","25.8546436"
"9148","Plaiesii de Jos","Plăieşii de Jos","Harghita","HR","537235","475","46.2294207","26.1395882"
"9149","Casinu Nou","Casinu Nou","Harghita","HR","537236","789","46.1958755","26.0516739"
"9150","Iacobeni","Iacobeni","Harghita","HR","537237","388","46.20069","26.1052678"
"9151","Imper","Imper","Harghita","HR","537238","463","46.2183629","26.1062982"
"9152","Plaiesii de Sus","Plăieşii de Sus","Harghita","HR","537239","918","46.2360424","26.1073286"
"9153","Praid","Praid","Harghita","HR","537240","3448","46.5553429","25.1272723"
"9154","Becas","Becaş","Harghita","HR","537241","137","46.5149299","25.190227"
"9155","Bucin (Praid)","Bucin (Praid)","Harghita","HR","537242","4","46.5735","25.2049"
"9156","Ocna de Jos","Ocna de Jos","Harghita","HR","537243","1537","46.5246904","25.1267372"
"9157","Ocna de Sus","Ocna de Sus","Harghita","HR","537244","1376","46.5242431","25.1505348"
"9158","Sasveres","Şaşvereş","Harghita","HR","537246","","46.5703","25.0857"
"9159","Remetea","Remetea","Harghita","HR","537250","6078","46.7963038","25.4426576"
"9160","Fagetel (Remetea)","Făgeţel (Remetea)","Harghita","HR","537251","6078","46.8356248","25.3830348"
"9161","Martonca","Martonca","Harghita","HR","537252","","46.8288729","25.4292407"
"9162","Sineu","Sineu","Harghita","HR","537253","86","46.8144169","25.4180249"
"9163","Sacel","Săcel","Harghita","HR","537255","137","46.3484174","24.911761"
"9164","Soimusu Mare","Şoimuşu Mare","Harghita","HR","537256","338","46.3471275","24.9255688"
"9165","Soimusu Mic","Şoimuşu Mic","Harghita","HR","537257","433","46.338384","24.9604621"
"9166","Uilac","Uilac","Harghita","HR","537258","20","46.309662","24.871259"
"9167","Vidacut","Vidacut","Harghita","HR","537259","325","46.3359184","24.8941426"
"9168","Sarmas","Sărmaş","Harghita","HR","537260","686","46.8799773","25.4549439"
"9169","Fundoaia","Fundoaia","Harghita","HR","537261","594","46.885235","25.4659479"
"9170","Hodosa","Hodoşa","Harghita","HR","537262","1408","46.8679812","25.4455493"
"9171","Platonesti","Platoneşti","Harghita","HR","537263","485","46.9066399","25.4189124"
"9172","Runc","Runc","Harghita","HR","537264","631","46.8898856","25.441537"
"9173","Sancraieni","Sâncrăieni","Harghita","HR","537265","2526","46.3012142","25.8024107"
"9174","Fitod","Fitod","Harghita","HR","537266","478","46.3579212","25.8461702"
"9175","Hosasau","Hosasău","Harghita","HR","537267","","46.3435415","25.9055277"
"9176","Leliceni","Leliceni","Harghita","HR","537268","424","46.3360404","25.8544602"
"9177","Misentea","Misentea","Harghita","HR","537269","1108","46.3280569","25.8874208"
"9178","Santimbru","Sântimbru","Harghita","HR","537271","2063","46.2840115","25.8629587"
"9179","Santimbru-Bai","Sântimbru-Băi","Harghita","HR","537272","2063","46.2718161","25.7597734"
"9180","Sandominic","Sândominic","Harghita","HR","537275","6110","46.579049","25.7900345"
"9181","Sanmartin","Sânmartin","Harghita","HR","537280","1171","46.266217","25.9393672"
"9182","Ciucani","Ciucani","Harghita","HR","537281","1148","46.2548024","25.9464097"
"9183","Valea Uzului","Valea Uzului","Harghita","HR","537282","3","46.3422689","26.2481698"
"9184","Sansimion","Sânsimion","Harghita","HR","537285","2438","46.2578589","25.8863468"
"9185","Cetatuia","Cetăţuia","Harghita","HR","537286","1044","46.2412801","25.896655"
"9186","Secuieni","Secuieni","Harghita","HR","537290","745","46.2608366","24.9731894"
"9187","Bodogaia","Bodogaia","Harghita","HR","537291","789","46.2739142","24.9963857"
"9188","Eliseni","Eliseni","Harghita","HR","537292","1110","46.2905308","24.9358959"
"9189","Siculeni","Siculeni","Harghita","HR","537295","2726","46.4374818","25.7531516"
"9190","Ciaracio","Ciaracio","Harghita","HR","537296","135","46.4121941","25.7475579"
"9191","Ciceu","Ciceu","Harghita","HR","537297","2544","46.4104727","25.7799915"
"9192","Racu","Racu","Harghita","HR","537298","1128","46.4515746","25.7586193"
"9193","Garciu (Racu)","Gârciu (Racu)","Harghita","HR","537299","1128","46.4549591","25.7792143"
"9194","Subcetate","Subcetate","Harghita","HR","537300","1187","46.8554621","25.4274754"
"9195","Calnaci","Călnaci","Harghita","HR","537301","258","46.8539388","25.3657041"
"9196","Duda","Duda","Harghita","HR","537302","38","46.8465009","25.4107582"
"9197","Filpea","Filpea","Harghita","HR","537303","349","46.879529","25.4104962"
"9198","Suseni","Suseni","Harghita","HR","537305","2918","46.6662913","25.555311"
"9199","Chileni","Chileni","Harghita","HR","537306","767","46.6795302","25.570039"
"9200","Liban","Liban","Harghita","HR","537307","59","46.545246","25.5097655"
"9201","Senetea","Senetea","Harghita","HR","537305","11","46.626205","25.5883037"
"9202","Valea Stramba","Valea Strâmbă","Harghita","HR","537309","1359","46.696028","25.5981231"
"9203","Simonesti","Şimoneşti","Harghita","HR","537310","1092","46.356614","25.0958009"
"9204","Bentid","Benţid","Harghita","HR","537311","141","46.3768972","25.1701254"
"9205","Cadaciu Mare","Cădaciu Mare","Harghita","HR","537312","151","46.3541953","25.1306895"
"9206","Cadaciu Mic","Cădaciu Mic","Harghita","HR","537313","84","46.3465898","25.1195306"
"9207","Cehetel","Ceheţel","Harghita","HR","537314","126","46.398746","25.1423877"
"9208","Chedia Mare","Chedia Mare","Harghita","HR","537316","21","46.3354767","25.046907"
"9209","Chedia Mica","Chedia Mică","Harghita","HR","537317","57","46.3416578","25.0587083"
"9210","Cobatesti","Cobăteşti","Harghita","HR","537318","421","46.3571148","25.1454896"
"9211","Medisoru Mare","Medişoru Mare","Harghita","HR","537319","144","46.3605714","25.0734102"
"9212","Mihaileni (Simonesti)","Mihăileni (Şimoneşti)","Harghita","HR","537321","420","46.3600801","25.1764254"
"9213","Nicoleni","Nicoleni","Harghita","HR","537322","51","46.339031","25.0863422"
"9214","Ruganesti","Rugăneşti","Harghita","HR","537323","774","46.3041593","25.0717186"
"9215","Tarcesti","Tărceşti","Harghita","HR","537324","201","46.3758595","25.1309404"
"9216","Turdeni","Turdeni","Harghita","HR","537326","93","46.3809843","25.1035928"
"9217","Tulghes","Tulgheş","Harghita","HR","537330","2893","46.9256914","25.7351346"
"9218","Hagota","Hagota","Harghita","HR","537331","147","46.8767254","25.6827329"
"9219","Pintic","Pintic","Harghita","HR","537332","69","46.9666773","25.8315878"
"9220","Recea","Recea","Harghita","HR","537333","170","46.8979552","25.7237952"
"9221","Tusnad","Tuşnad","Harghita","HR","535100","867","46.1460752","25.8569589"
"9222","Tusnadu Nou","Tuşnadu Nou","Harghita","HR","537336","1075","46.1938134","25.8972288"
"9223","Vrabia","Vrabia","Harghita","HR","537337","205","46.2232723","25.9075921"
"9224","Ulies","Ulieş","Harghita","HR","537340","311","46.1997903","25.2853852"
"9225","Daia","Daia","Harghita","HR","537341","273","46.1937126","25.3057298"
"9226","Iasu","Iaşu","Harghita","HR","537342","48","46.2093916","25.2568322"
"9227","Ighiu","Ighiu","Harghita","HR","537343","73","46.2044054","25.2847315"
"9228","Nicolesti (Ulies)","Nicoleşti (Ulieş)","Harghita","HR","537344","164","46.241431","25.2574839"
"9229","Obranesti","Obrăneşti","Harghita","HR","537346","12","46.2283507","25.2913137"
"9230","Petecu","Petecu","Harghita","HR","537347","279","46.1725152","25.2335549"
"9231","Vasileni","Vasileni","Harghita","HR","537348","33","46.2280542","25.2709504"
"9232","Varsag","Vărşag","Harghita","HR","537350","1580","46.5090719","25.3728075"
"9233","Voslabeni","Voşlăbeni","Harghita","HR","537355","1176","46.6460748","25.6237105"
"9234","Izvoru Muresului","Izvoru Mureşului","Harghita","HR","537356","753","46.6274576","25.712059"
